transaction_id,account_id,transaction_date,amount,transaction_type,merchant_country
TXN000830,ACC0061,2025-07-02,2972.92,CREDIT,England
TXN000831,ACC0061,2025-08-09,549.44,DEBIT,England
TXN000832,ACC0061,2024-06-18,3206.57,CREDIT,England
TXN000833,ACC0061,2025-07-11,3558.36,CREDIT,USA
TXN000834,ACC0061,2024-02-09,2591.29,DEBIT,Canada
TXN000835,ACC0061,2025-05-15,2026.45,CREDIT,UAE
TXN000836,ACC0061,2024-01-30,3609.2,CREDIT,England
TXN000837,ACC0062,2024-08-06,2028.95,DEBIT,Bangladesh
TXN000838,ACC0062,2025-01-10,4081.91,CREDIT,UAE
TXN000839,ACC0062,2024-01-18,3434.73,CREDIT,UAE
TXN000840,ACC0062,2024-06-06,2541.5,DEBIT,Singapore
TXN000841,ACC0062,2025-04-08,4383.71,DEBIT,England
TXN000842,ACC0062,2023-09-12,2359.2,CREDIT,UAE
TXN000843,ACC0062,2024-12-28,3816.96,DEBIT,UAE
TXN000844,ACC0062,2024-05-13,3275.63,DEBIT,England
TXN000845,ACC0062,2024-01-19,3723.61,CREDIT,India
TXN000846,ACC0062,2024-05-09,1864.7,CREDIT,India
TXN000847,ACC0062,2023-10-03,2357.98,DEBIT,India
TXN000848,ACC0062,2023-12-21,2507.38,CREDIT,Bangladesh
TXN000849,ACC0062,2024-04-05,2071.41,DEBIT,
TXN000850,ACC0063,2024-05-04,2051.87,CREDIT,USA
TXN000851,ACC0063,2024-04-07,4313.35,DEBIT,Singapore
TXN000852,ACC0063,2023-08-10,2443.03,DEBIT,England
TXN000853,ACC0063,2025-02-27,299.49,CREDIT,England
TXN000854,ACC0063,2023-12-20,3808.35,DEBIT,Bangladesh
TXN000855,ACC0063,2023-10-29,2452.99,DEBIT,USA
TXN000856,ACC0063,2025-02-07,2174.22,CREDIT,India
TXN000857,ACC0063,2024-08-01,4826.99,CREDIT,Canada
TXN000858,ACC0063,2023-06-27,2673.58,CREDIT,Canada
TXN000859,ACC0063,2024-04-13,3786.67,DEBIT,Canada
TXN000860,ACC0063,2025-04-11,30.58,DEBIT,USA
TXN000861,ACC0064,2022-02-17,653.36,CREDIT,Bangladesh
TXN000862,ACC0064,2022-11-27,1537.51,DEBIT,Singapore
TXN000863,ACC0064,2021-05-20,1498.03,CREDIT,India
TXN000864,ACC0064,2022-09-18,2985.89,CREDIT,India
TXN000865,ACC0064,2021-08-19,1720.24,CREDIT,England
TXN000866,ACC0064,2021-10-13,832.77,CREDIT,Canada
TXN000867,ACC0064,2021-11-23,1129.36,DEBIT,USA
TXN000868,ACC0064,2021-04-26,2952.57,DEBIT,Canada
TXN000869,ACC0064,2022-04-14,3558.44,DEBIT,India
TXN000870,ACC0064,2023-01-19,1286.39,DEBIT,Bangladesh
TXN000871,ACC0064,2021-05-23,3313.23,DEBIT,Canada
TXN000872,ACC0064,2021-07-31,2089.71,CREDIT,Canada
TXN000873,ACC0064,2022-10-16,1271.16,DEBIT,USA
TXN000874,ACC0064,2023-01-09,56.43,CREDIT,UAE
TXN000875,ACC0064,2021-07-16,3315.79,CREDIT,Bangladesh
TXN000876,ACC0064,2022-12-15,3506.62,CREDIT,Singapore
TXN000877,ACC0065,2022-09-05,3596.64,DEBIT,England
TXN000878,ACC0065,2021-07-25,3925.95,CREDIT,USA
TXN000879,ACC0065,2022-12-14,1006.75,CREDIT,Singapore
TXN000880,ACC0065,2022-09-17,4865.87,CREDIT,UAE
TXN000881,ACC0065,2022-05-24,1483.8,DEBIT,Bangladesh
TXN000882,ACC0065,2022-08-21,4552.68,CREDIT,England
TXN000883,ACC0065,2021-11-26,23.66,DEBIT,Canada
TXN000884,ACC0065,2022-11-08,3348.42,DEBIT,Canada
TXN000885,ACC0066,2022-07-18,3620.58,DEBIT,England
TXN000886,ACC0066,2024-02-21,1163.49,CREDIT,England
TXN000887,ACC0066,2023-08-21,259.9,DEBIT,Singapore
TXN000888,ACC0066,2022-06-12,4262.72,CREDIT,Singapore
TXN000889,ACC0066,2024-03-26,1570.41,DEBIT,Canada
TXN000890,ACC0066,2022-06-18,58.26,DEBIT,UAE
TXN000891,ACC0066,2024-02-24,860.86,CREDIT,India
TXN000892,ACC0066,2024-01-29,1348.86,DEBIT,England
TXN000893,ACC0066,2023-04-18,922.52,CREDIT,India
TXN000894,ACC0066,2023-08-13,1366.45,CREDIT,UAE
TXN000895,ACC0066,2023-09-04,4001.5,DEBIT,Canada
TXN000896,ACC0066,2022-09-15,3483.89,DEBIT,Singapore
TXN000897,ACC0066,2022-10-13,527.53,CREDIT,Singapore
TXN000898,ACC0066,2023-12-06,3395.18,DEBIT,Bangladesh
TXN000899,ACC0066,2023-05-26,3898.03,DEBIT,Singapore
TXN000900,ACC0066,2024-04-02,4400.95,DEBIT,India
TXN000901,ACC0066,2023-09-14,573.56,CREDIT,India
TXN000902,ACC0066,2022-06-19,326.05,CREDIT,Canada
TXN000903,ACC0066,2024-03-27,2628.84,DEBIT,UAE
TXN000904,ACC0066,2023-04-14,2600.31,DEBIT,India
TXN000905,ACC0066,2024-03-10,3635.99,CREDIT,England
TXN000906,ACC0067,2023-08-14,751.79,DEBIT,Canada
TXN000907,ACC0067,2024-05-04,4672.51,CREDIT,Singapore
TXN000908,ACC0067,2023-12-05,4348.38,DEBIT,Singapore
TXN000909,ACC0067,2023-12-01,1609.96,CREDIT,England
TXN000910,ACC0067,2022-09-05,2539.58,CREDIT,India
TXN000911,ACC0067,2023-03-13,403.36,CREDIT,Singapore
TXN000912,ACC0067,2024-02-22,2246.01,CREDIT,India
TXN000913,ACC0067,2023-06-04,602.35,CREDIT,UAE
TXN000914,ACC0067,2024-05-15,98.67,CREDIT,India
TXN000915,ACC0067,2022-08-21,2790.08,DEBIT,Singapore
TXN000916,ACC0067,2022-10-17,3961.0,CREDIT,Bangladesh
TXN000917,ACC0067,2024-02-11,1042.19,CREDIT,England
TXN000918,ACC0067,2023-07-23,4128.3,DEBIT,Singapore
TXN000919,ACC0067,2023-10-24,1666.54,CREDIT,UAE
TXN000920,ACC0067,2024-05-18,1822.84,CREDIT,Canada
TXN000921,ACC0067,2022-10-23,3799.01,DEBIT,Canada
TXN000922,ACC0067,2023-06-30,1782.14,CREDIT,Bangladesh
TXN000923,ACC0067,2024-01-01,1875.71,DEBIT,Canada
TXN000924,ACC0067,2022-12-31,2467.19,CREDIT,Canada
TXN000925,ACC0067,2023-04-02,3058.15,DEBIT,Canada
TXN000926,ACC0067,2023-08-22,1085.79,DEBIT,UAE
TXN000927,ACC0067,2023-06-27,547.75,CREDIT,Canada
TXN000928,ACC0067,2024-04-24,4188.96,DEBIT,Singapore
TXN000929,ACC0067,2023-10-20,2292.37,DEBIT,India
TXN000930,ACC0067,2022-07-20,2656.52,DEBIT,Bangladesh
TXN000931,ACC0068,2025-03-03,2419.83,DEBIT,UAE
TXN000932,ACC0068,2025-02-24,876.51,DEBIT,Canada
TXN000933,ACC0068,2024-08-12,3291.03,CREDIT,Bangladesh
TXN000934,ACC0068,2024-08-09,2099.14,DEBIT,England
TXN000935,ACC0068,2024-08-23,4818.33,CREDIT,India
TXN000936,ACC0068,2023-11-26,699.52,CREDIT,Singapore
TXN000937,ACC0068,2025-01-23,4304.93,DEBIT,USA
TXN000938,ACC0068,2024-02-12,3124.6,CREDIT,UAE
TXN000939,ACC0068,2024-06-30,4606.75,DEBIT,UAE
TXN000940,ACC0068,2025-05-08,4876.15,DEBIT,Bangladesh
TXN000941,ACC0068,2025-01-18,3474.62,CREDIT,UAE
TXN000942,ACC0068,2023-11-08,3806.27,CREDIT,Bangladesh
TXN000943,ACC0068,2025-02-16,4713.94,CREDIT,UAE
TXN000944,ACC0068,2025-01-09,1436.78,CREDIT,Singapore
TXN000945,ACC0068,2023-07-26,2618.42,DEBIT,India
TXN000946,ACC0068,2023-12-08,274.79,DEBIT,USA
TXN000947,ACC0068,2024-04-11,3753.42,DEBIT,England
TXN000948,ACC0068,2025-06-11,1260.3,DEBIT,UAE
TXN000949,ACC0069,2024-01-28,3770.43,DEBIT,England
TXN000950,ACC0069,2024-10-09,521.38,DEBIT,UAE
TXN000951,ACC0069,2025-04-26,2810.74,DEBIT,Bangladesh
TXN000952,ACC0069,2024-04-23,3467.75,DEBIT,India
TXN000953,ACC0069,2024-08-03,2088.67,CREDIT,Bangladesh
TXN000954,ACC0069,2023-08-28,74.7,CREDIT,USA
TXN000955,ACC0069,2025-03-30,4345.56,CREDIT,Singapore
TXN000956,ACC0069,2024-02-19,4558.32,CREDIT,Singapore
TXN000957,ACC0069,2025-02-25,2737.61,DEBIT,Singapore
TXN000958,ACC0069,2024-01-18,1477.95,DEBIT,UAE
TXN000959,ACC0069,2023-09-18,943.01,DEBIT,UAE
TXN000960,ACC0069,2024-12-11,605.58,DEBIT,India
TXN000961,ACC0069,2024-04-14,2787.43,DEBIT,USA
TXN000962,ACC0069,2025-02-21,4231.61,DEBIT,England
TXN000963,ACC0070,2023-12-09,209.3,CREDIT,Bangladesh
TXN000964,ACC0070,2023-08-25,3870.57,CREDIT,India
TXN000965,ACC0070,2025-02-09,2755.3,DEBIT,Singapore
TXN000966,ACC0070,2024-05-24,2631.72,DEBIT,Bangladesh
TXN000967,ACC0070,2023-09-11,3933.43,DEBIT,India
TXN000968,ACC0070,2025-01-10,2689.81,DEBIT,England
TXN000969,ACC0070,2024-02-15,4418.15,CREDIT,England
TXN000970,ACC0070,2024-07-07,1474.94,CREDIT,Bangladesh
TXN000971,ACC0070,2025-04-28,53.93,CREDIT,India
TXN000972,ACC0070,2024-03-06,4523.44,DEBIT,Canada
TXN000973,ACC0070,2025-06-01,4429.44,CREDIT,Singapore
TXN000974,ACC0070,2023-10-28,1935.52,CREDIT,Canada
TXN000975,ACC0070,2024-12-14,4112.32,CREDIT,Bangladesh
TXN000976,ACC0070,2024-12-05,2233.33,DEBIT,England
TXN000977,ACC0070,2025-05-01,970.64,DEBIT,Canada
TXN000978,ACC0070,2023-12-22,4858.43,DEBIT,UAE
TXN000979,ACC0070,2023-09-09,1061.8,DEBIT,Singapore
TXN000980,ACC0070,2024-09-10,4179.97,DEBIT,Bangladesh
TXN000981,ACC0070,2024-09-21,3236.34,DEBIT,UAE
TXN000982,ACC0071,2023-04-28,2301.53,CREDIT,Canada
TXN000983,ACC0071,2023-07-02,375.51,DEBIT,Singapore
TXN000984,ACC0071,2023-12-17,2794.84,DEBIT,England
TXN000985,ACC0071,2024-05-25,1946.28,CREDIT,India
TXN000986,ACC0071,2024-02-21,94.29,DEBIT,Bangladesh
TXN000987,ACC0071,2023-04-10,3210.7,DEBIT,Singapore
TXN000988,ACC0071,2024-11-23,237.13,DEBIT,England
TXN000989,ACC0071,2024-08-30,539.62,CREDIT,Bangladesh
TXN000990,ACC0071,2023-07-01,1414.77,CREDIT,India
TXN000991,ACC0072,2023-10-29,163.79,DEBIT,Bangladesh
TXN000992,ACC0072,2022-08-04,690.54,CREDIT,Singapore
TXN000993,ACC0072,2023-07-03,1481.94,DEBIT,England
TXN000994,ACC0072,2023-11-15,4436.02,CREDIT,Canada
TXN000995,ACC0072,2023-07-11,4375.09,DEBIT,Canada
TXN000996,ACC0072,2022-02-02,35.1,CREDIT,Bangladesh
TXN000997,ACC0072,2023-07-05,4735.43,CREDIT,USA
TXN000998,ACC0072,2022-12-09,1066.57,DEBIT,USA
TXN000999,ACC0072,2022-06-28,1111.73,CREDIT,USA
TXN001000,ACC0072,2022-04-18,914.98,DEBIT,Singapore
TXN001001,ACC0072,2023-07-07,2311.71,DEBIT,England
TXN001002,ACC0072,2023-11-09,346.14,DEBIT,USA
TXN001003,ACC0072,2023-08-08,2441.08,CREDIT,England
TXN001004,ACC0072,2022-05-02,3359.76,DEBIT,Canada
TXN001005,ACC0072,2022-10-09,3101.38,DEBIT,England
TXN001006,ACC0072,2023-05-03,2258.72,CREDIT,UAE
TXN001007,ACC0072,2023-08-12,770.45,CREDIT,Singapore
TXN001008,ACC0073,2023-03-23,851.51,CREDIT,USA
TXN001009,ACC0073,2022-08-23,3563.87,CREDIT,England
TXN001010,ACC0073,2023-01-12,680.19,CREDIT,India
TXN001011,ACC0073,2023-04-27,2232.34,CREDIT,India
TXN001012,ACC0073,2023-07-27,553.07,DEBIT,Singapore
TXN001013,ACC0073,2022-10-23,4294.98,DEBIT,Bangladesh
TXN001014,ACC0073,2022-07-29,1323.54,DEBIT,UAE
TXN001015,ACC0073,2022-03-27,4461.6,DEBIT,Singapore
TXN001016,ACC0073,2023-08-27,2898.71,DEBIT,Canada
TXN001017,ACC0073,2023-07-27,1310.48,CREDIT,UAE
TXN001018,ACC0073,2022-06-10,1835.43,DEBIT,Singapore
TXN001019,ACC0073,2023-09-04,3668.8,CREDIT,USA
TXN001020,ACC0073,2023-04-29,2510.6,DEBIT,India
TXN001021,ACC0073,2023-01-16,2515.81,DEBIT,Singapore
TXN001022,ACC0073,2023-09-29,3423.97,DEBIT,India
TXN001023,ACC0074,2022-05-04,2836.12,DEBIT,UAE
TXN001024,ACC0074,2023-03-12,4696.48,DEBIT,USA
TXN001025,ACC0074,2023-03-16,1166.43,CREDIT,England
TXN001026,ACC0074,2022-06-29,223.61,DEBIT,Bangladesh
TXN001027,ACC0074,2022-11-06,1946.58,CREDIT,Canada
TXN001028,ACC0074,2021-12-12,4903.14,CREDIT,Canada
TXN001029,ACC0074,2023-04-19,3171.5,CREDIT,Singapore
TXN001030,ACC0074,2022-07-29,2897.37,DEBIT,India
TXN001031,ACC0074,2023-09-02,1898.81,DEBIT,Bangladesh
TXN001032,ACC0074,2022-07-17,1887.88,DEBIT,Bangladesh
TXN001033,ACC0075,2022-03-09,4088.01,CREDIT,India
TXN001034,ACC0075,2022-07-19,4436.99,DEBIT,Bangladesh
TXN001035,ACC0075,2021-08-02,2205.09,DEBIT,Canada
TXN001036,ACC0075,2022-08-21,3220.95,DEBIT,USA
TXN001037,ACC0075,2021-09-20,795.21,DEBIT,UAE
TXN001038,ACC0075,2021-11-03,2078.92,CREDIT,UAE
TXN001039,ACC0075,2021-07-07,2412.77,CREDIT,India
TXN001040,ACC0075,2021-10-14,2958.05,CREDIT,Canada
TXN001041,ACC0075,2021-11-17,225.29,DEBIT,USA
TXN001042,ACC0075,2022-12-17,2568.09,DEBIT,Canada
TXN001043,ACC0075,2021-08-30,1298.72,DEBIT,Bangladesh
TXN001044,ACC0075,2022-05-02,3000.79,DEBIT,UAE
TXN001045,ACC0075,2023-01-19,4108.3,DEBIT,USA
TXN001046,ACC0075,2022-06-15,3036.56,CREDIT,Singapore
TXN001047,ACC0075,2022-07-19,861.13,CREDIT,Bangladesh
TXN001048,ACC0075,2021-08-06,3975.13,DEBIT,Bangladesh
TXN001049,ACC0075,2023-01-17,2558.92,DEBIT,UAE
TXN001050,ACC0076,2024-06-06,2986.7,DEBIT,USA
TXN001051,ACC0076,2024-03-21,1933.45,DEBIT,Canada
TXN001052,ACC0076,2023-09-23,2618.33,CREDIT,Singapore
TXN001053,ACC0076,2023-07-31,3031.5,DEBIT,India
TXN001054,ACC0076,2024-11-18,3003.07,DEBIT,Canada
TXN001055,ACC0076,2024-07-05,3300.37,DEBIT,Singapore
TXN001056,ACC0076,2025-01-22,3249.67,CREDIT,England
TXN001057,ACC0076,2023-04-13,3491.24,CREDIT,USA
TXN001058,ACC0076,2024-07-05,3949.88,CREDIT,England
TXN001059,ACC0076,2024-10-23,4025.06,DEBIT,India
TXN001060,ACC0076,2023-07-15,1280.04,DEBIT,Singapore
TXN001061,ACC0076,2023-05-24,1423.5,CREDIT,England
TXN001062,ACC0076,2023-09-09,37.29,DEBIT,Bangladesh
TXN001063,ACC0076,2024-08-16,597.96,DEBIT,India
TXN001064,ACC0076,2024-12-29,1035.04,CREDIT,India
TXN001065,ACC0077,2023-07-19,782.35,CREDIT,England
TXN001066,ACC0077,2024-09-30,2123.57,CREDIT,Bangladesh
TXN001067,ACC0077,2024-01-08,4959.08,CREDIT,Singapore
TXN001068,ACC0077,2023-10-26,2072.01,CREDIT,USA
TXN001069,ACC0077,2024-04-14,2799.88,CREDIT,England
TXN001070,ACC0077,2024-02-09,2892.48,CREDIT,UAE
TXN001071,ACC0077,2023-08-20,4276.44,DEBIT,UAE
TXN001072,ACC0077,2023-11-22,2238.51,DEBIT,Canada
TXN001073,ACC0077,2023-11-06,2546.63,CREDIT,Singapore
TXN001074,ACC0077,2024-10-15,3073.99,DEBIT,USA
TXN001075,ACC0077,2024-05-03,4823.21,DEBIT,Singapore
TXN001076,ACC0077,2023-07-03,4118.04,CREDIT,Bangladesh
TXN001077,ACC0077,2024-06-19,449.82,CREDIT,USA
TXN001078,ACC0077,2024-04-14,409.4,DEBIT,UAE
TXN001079,ACC0077,2024-04-28,4654.12,CREDIT,Bangladesh
TXN001080,ACC0077,2025-01-31,2609.82,DEBIT,Singapore
TXN001081,ACC0078,2025-05-30,2476.9,DEBIT,USA
TXN001082,ACC0078,2025-06-16,4654.48,CREDIT,USA
TXN001083,ACC0078,2023-09-17,3921.96,DEBIT,Bangladesh
TXN001084,ACC0078,2024-02-03,3373.38,CREDIT,USA
TXN001085,ACC0078,2025-06-14,11.43,DEBIT,Canada
TXN001086,ACC0078,2024-05-22,3900.57,CREDIT,UAE
TXN001087,ACC0078,2024-09-21,2033.2,DEBIT,Bangladesh
TXN001088,ACC0078,2023-08-29,3687.26,DEBIT,Canada
TXN001089,ACC0078,2025-02-26,1429.62,CREDIT,England
TXN001090,ACC0078,2024-05-23,1139.21,DEBIT,India
TXN001091,ACC0079,2025-03-12,33.21,DEBIT,India
TXN001092,ACC0079,2025-01-01,541.26,DEBIT,Bangladesh
TXN001093,ACC0079,2024-05-29,1706.43,DEBIT,Singapore
TXN001094,ACC0079,2025-01-08,4783.98,CREDIT,UAE
TXN001095,ACC0079,2024-10-28,4830.62,CREDIT,Singapore
TXN001096,ACC0079,2024-04-07,3789.79,CREDIT,UAE
TXN001097,ACC0079,2024-11-15,4483.65,DEBIT,India
TXN001098,ACC0079,2023-11-29,1296.52,CREDIT,UAE
TXN001099,ACC0079,2024-03-14,3387.8,DEBIT,Singapore
TXN001100,ACC0079,2024-06-20,2068.01,CREDIT,Bangladesh
TXN001101,ACC0079,2025-01-31,58.52,CREDIT,USA
TXN001102,ACC0079,2024-05-22,474.12,CREDIT,Canada
TXN001103,ACC0079,2025-02-19,4657.67,CREDIT,England
TXN001104,ACC0079,2024-07-29,1100.65,CREDIT,USA
TXN001105,ACC0079,2025-07-01,4651.97,DEBIT,India
TXN001106,ACC0079,2024-02-22,1181.96,DEBIT,Singapore
TXN001107,ACC0079,2024-04-29,1041.83,DEBIT,Singapore
TXN001108,ACC0080,2025-06-02,1786.58,DEBIT,Canada
TXN001109,ACC0080,2023-11-27,3382.3,CREDIT,Bangladesh
TXN001110,ACC0080,2023-09-14,3823.58,DEBIT,Singapore
TXN001111,ACC0080,2025-01-13,1862.27,CREDIT,India
TXN001112,ACC0080,2025-04-18,4345.16,CREDIT,USA
TXN001113,ACC0080,2025-02-12,1408.53,DEBIT,Singapore
TXN001114,ACC0080,2025-04-20,649.95,CREDIT,India
TXN001115,ACC0080,2025-03-14,172.49,CREDIT,India
TXN001116,ACC0080,2024-03-04,2291.41,DEBIT,UAE
TXN001117,ACC0080,2025-02-19,2305.75,DEBIT,Canada
TXN001118,ACC0080,2025-07-29,1061.65,DEBIT,England
TXN001119,ACC0080,2024-09-12,3067.76,CREDIT,USA
TXN001120,ACC0081,2023-07-06,1193.32,CREDIT,Bangladesh
TXN001121,ACC0081,2023-09-26,1835.96,CREDIT,India
TXN001122,ACC0081,2023-05-13,2101.27,CREDIT,England
TXN001123,ACC0081,2023-11-24,1405.35,DEBIT,Bangladesh
TXN001124,ACC0081,2023-02-21,4896.57,DEBIT,Singapore
TXN001125,ACC0081,2023-01-20,3606.87,DEBIT,Bangladesh
TXN001126,ACC0081,2023-12-26,4282.98,DEBIT,USA
TXN001127,ACC0081,2023-03-12,2370.21,DEBIT,USA
TXN001128,ACC0081,2023-12-15,2502.99,CREDIT,Singapore
TXN001129,ACC0081,2024-02-20,1507.17,DEBIT,India
TXN001130,ACC0081,2023-01-19,3455.81,DEBIT,USA
TXN001131,ACC0081,2023-06-27,2387.93,DEBIT,India
TXN001132,ACC0081,2023-09-17,1306.25,CREDIT,Bangladesh
TXN001133,ACC0081,2024-05-02,4659.9,CREDIT,England
TXN001134,ACC0081,2022-10-30,2064.69,CREDIT,Singapore
TXN001135,ACC0081,2024-09-04,4815.95,DEBIT,Bangladesh
TXN001136,ACC0081,2024-05-21,3252.83,DEBIT,Singapore
TXN001137,ACC0081,2023-07-28,1781.99,CREDIT,Singapore
TXN001138,ACC0081,2024-01-10,4449.27,CREDIT,Bangladesh
TXN001139,ACC0081,2023-07-30,2324.12,DEBIT,Singapore
TXN001140,ACC0081,2023-03-30,3206.5,CREDIT,India
TXN001141,ACC0081,2024-07-17,3065.43,CREDIT,Singapore
TXN001142,ACC0082,2023-01-23,818.38,DEBIT,England
TXN001143,ACC0082,2023-09-23,3268.54,CREDIT,Bangladesh
TXN001144,ACC0082,2024-08-24,16750.24,CREDIT,Singapore
TXN001145,ACC0082,2023-11-09,3742.0,CREDIT,India
TXN001146,ACC0082,2023-04-23,927.59,DEBIT,USA
TXN001147,ACC0082,2023-07-01,3313.49,DEBIT,USA
TXN001148,ACC0082,2023-04-22,1991.26,DEBIT,Canada
TXN001149,ACC0083,2024-06-10,278.59,CREDIT,Bangladesh
TXN001150,ACC0083,2023-02-20,528.6,DEBIT,Canada
TXN001151,ACC0083,2024-09-27,4658.63,CREDIT,England
TXN001152,ACC0083,2023-07-19,1244.51,CREDIT,India
TXN001153,ACC0083,2024-08-29,640.79,DEBIT,Canada
TXN001154,ACC0083,2023-01-01,3321.11,CREDIT,Singapore
TXN001155,ACC0083,2024-03-28,2341.3,CREDIT,Bangladesh
TXN001156,ACC0083,2024-02-25,684.22,DEBIT,Bangladesh
TXN001157,ACC0083,2024-07-30,2288.15,CREDIT,Bangladesh
TXN001158,ACC0083,2024-09-12,3201.25,CREDIT,England
TXN001159,ACC0083,2024-04-03,2702.94,DEBIT,India
TXN001160,ACC0083,2023-10-08,1835.26,CREDIT,USA
TXN001161,ACC0083,2023-10-03,62.67,DEBIT,England
TXN001162,ACC0083,2023-09-16,2351.3,DEBIT,UAE
TXN001163,ACC0083,2024-04-13,4735.32,CREDIT,England
TXN001164,ACC0083,2022-12-06,3831.69,CREDIT,Bangladesh
TXN001165,ACC0083,2023-07-21,3985.87,CREDIT,USA
TXN001166,ACC0083,2024-01-22,4411.99,CREDIT,India
TXN001167,ACC0083,2023-08-09,824.71,CREDIT,Singapore
TXN001168,ACC0083,2023-12-19,1110.76,DEBIT,India
TXN001169,ACC0084,2023-10-23,46273.79,CREDIT,England
TXN001170,ACC0084,2024-12-15,3717.21,CREDIT,India
TXN001171,ACC0084,2023-08-31,4268.88,DEBIT,USA
TXN001172,ACC0084,2023-12-13,560.68,CREDIT,Bangladesh
TXN001173,ACC0084,2024-05-28,1367.95,CREDIT,USA
TXN001174,ACC0084,2024-01-14,106.78,DEBIT,Bangladesh
TXN001175,ACC0084,2023-03-14,937.83,DEBIT,England
TXN001176,ACC0084,2023-11-22,633.95,CREDIT,UAE
TXN001177,ACC0084,2023-02-28,1171.72,DEBIT,Canada
TXN001178,ACC0084,2024-07-09,1093.77,CREDIT,England
TXN001179,ACC0084,2024-07-14,4989.84,CREDIT,UAE
TXN001180,ACC0084,2023-03-24,1657.94,DEBIT,Canada
TXN001181,ACC0084,2023-11-19,3880.51,DEBIT,Bangladesh
TXN001182,ACC0084,2024-06-15,916.2,CREDIT,Singapore
TXN001183,ACC0084,2024-03-16,4142.98,DEBIT,Singapore
TXN001184,ACC0084,2023-11-01,1930.14,CREDIT,USA
TXN001185,ACC0084,2023-03-26,1003.91,DEBIT,Bangladesh
TXN001186,ACC0084,2025-01-01,4910.76,CREDIT,India
TXN001187,ACC0084,2025-01-17,4806.46,CREDIT,USA
TXN001188,ACC0084,2024-11-25,3643.9,DEBIT,England
TXN001189,ACC0084,2024-06-26,3196.21,DEBIT,England
TXN001190,ACC0084,2023-04-14,4319.65,DEBIT,Canada
TXN001191,ACC0084,2023-10-19,3168.22,CREDIT,Canada
TXN001192,ACC0084,2023-08-10,3974.01,DEBIT,India
TXN001193,ACC0084,2023-10-26,54.56,DEBIT,Bangladesh
TXN001194,ACC0085,2024-11-17,783.41,DEBIT,USA
TXN001195,ACC0085,2023-08-26,2504.6,CREDIT,Singapore
TXN001196,ACC0085,2024-12-17,309.66,CREDIT,UAE
TXN001197,ACC0085,2023-08-22,3509.63,DEBIT,USA
TXN001198,ACC0085,2024-07-29,1171.05,CREDIT,Singapore
TXN001199,ACC0085,2024-06-09,3668.61,DEBIT,UAE
TXN001200,ACC0085,2024-04-07,1797.26,DEBIT,England
TXN001201,ACC0085,2023-04-27,2431.66,CREDIT,Bangladesh
TXN001202,ACC0085,2024-01-13,2718.24,CREDIT,USA
TXN001203,ACC0085,2024-10-18,941.27,CREDIT,England
TXN001204,ACC0085,2024-07-09,1383.87,DEBIT,Canada
TXN001205,ACC0085,2024-09-11,783.58,CREDIT,Singapore
TXN001206,ACC0085,2023-12-12,2712.61,CREDIT,Canada
TXN001207,ACC0085,2024-12-30,2534.73,DEBIT,Canada
TXN001208,ACC0085,2024-12-11,4285.58,DEBIT,England
TXN001209,ACC0085,2023-05-21,3294.86,CREDIT,USA
TXN001210,ACC0085,2024-09-04,3419.29,DEBIT,Bangladesh
TXN001211,ACC0085,2024-01-01,1619.77,CREDIT,Canada
TXN001212,ACC0085,2023-06-24,2620.77,DEBIT,Canada
TXN001213,ACC0085,2023-07-28,901.41,DEBIT,USA
TXN001214,ACC0086,2025-03-01,966.17,DEBIT,Bangladesh
TXN001215,ACC0086,2025-08-08,4183.13,CREDIT,Bangladesh
TXN001216,ACC0086,2025-07-20,3509.56,CREDIT,Canada
TXN001217,ACC0086,2024-10-30,1111.41,DEBIT,Canada
TXN001218,ACC0086,2024-05-21,3282.19,DEBIT,India
TXN001219,ACC0086,2025-08-05,312.89,CREDIT,Singapore
TXN001220,ACC0086,2024-11-01,3973.31,DEBIT,Singapore
TXN001221,ACC0086,2025-07-13,1336.42,DEBIT,UAE
TXN001222,ACC0087,2024-07-31,398.9,DEBIT,Bangladesh
TXN001223,ACC0087,2024-01-01,515.11,DEBIT,Bangladesh
TXN001224,ACC0087,2024-10-22,955.41,DEBIT,Bangladesh
TXN001225,ACC0087,2025-06-25,4738.04,CREDIT,UAE
TXN001226,ACC0087,2024-01-10,3833.75,CREDIT,UAE
TXN001227,ACC0087,2025-01-05,3515.73,CREDIT,Canada
TXN001228,ACC0087,2024-03-12,3964.38,CREDIT,Bangladesh
TXN001229,ACC0088,2025-06-29,799.3,CREDIT,England
TXN001230,ACC0088,2024-07-13,2754.91,CREDIT,Singapore
TXN001231,ACC0088,2024-09-09,2067.59,CREDIT,Singapore
TXN001232,ACC0088,2024-07-22,3045.98,DEBIT,India
TXN001233,ACC0088,2025-03-11,4631.47,CREDIT,England
TXN001234,ACC0088,2024-12-01,2243.02,CREDIT,Canada
TXN001235,ACC0088,2023-09-30,4914.95,DEBIT,Bangladesh
TXN001236,ACC0088,2024-01-11,4967.13,CREDIT,Canada
TXN001237,ACC0088,2024-06-28,4922.13,DEBIT,Singapore
TXN001238,ACC0088,2024-07-13,118.29,CREDIT,Bangladesh
TXN001239,ACC0088,2025-01-30,2786.05,DEBIT,Canada
TXN001240,ACC0088,2023-10-03,2307.25,DEBIT,USA
TXN001241,ACC0088,2024-05-23,1841.74,DEBIT,USA
TXN001242,ACC0088,2024-05-14,4057.26,DEBIT,Bangladesh
